    "NewGame"    新游戏
    "EncyDesc_DeepPDA2"    舱盖关闭声中央电脑：玛格丽特梅达回到基地。保罗：你怎么这么高兴，梅达？玛格丽特：孩子，猜猜我给你带来了什么？保罗：这是一个利维坦吗？玛格丽特：把他拖到潜艇后面。巴特：你杀了它吗？玛格丽特：它还在呼吸。但我一会会用我的刀了结它。保罗：你疯了吗？你把这个东西带到这里？如果它的同类找过来怎么办？玛格丽特：但是如果就它一个，什么时候出于好奇，来我们这转一圈，随便做点破坏，那样就好了吗？保罗：当我们离开这个星球，我要从整个帝国的所有法院起诉你！
    "Ency_DeepPDA3"    德加斯号语音日志灾难
    "EncyDesc_DeepPDA3"    保罗：你做的这些事时时刻刻威胁着我和我家人的安全，你明白吗？玛格丽特：哦，算了吧老哥。孩子需要标本进行研究，那些标本都是我带回来的。保罗：巴特，告诉她。告诉她我是对的。巴特：你们都错了！玛格丽特，如果你每次都杀死他们或者让他们充满传染淤血，我是没法知道他们抵抗细菌的方式的。玛格丽特：他们又不是每次都愿意活着乖乖跟我回来的，那你说怎么办？保罗：不要这样对他说话！巴特：父亲，如果我们在这里耗着而不去外面，不会有好结果的。我们必须找到一个折中的方法。保罗：没有妥协！只要这个女人还在这里。玛格丽特：这是你的基地？巴特：我要去外面。中央电脑：巴特托加尔离开基地保罗：巴特！这很危险！这混蛋东西，我知道你听到我说话了！给我回来！利维坦的声音玛格丽特：好了好了，关掉收音机，戴上你的头盔。巴尔：什么？玛丽：别这么怂好吗！基地破裂和进水的声音
    "Ency_DeepPDA4"    保罗托加尔的号日志剧终
    "EncyDesc_DeepPDA4"    不知道从哪出来的，一头像鲲一样，独眼巨人大小的外星生物，穿过加固的船体，并且钻了一个洞出来，我几乎喘不过气来。我早告诉她了。我说其他利维坦会来。我们被迫抛弃了基地，那东西转过来，趴在我身上。就在它的触角快碰到我的时候，梅达突然出现了。她一只手操控这水下推进器，另一只手上有一块锯齿状的废金属。她的意思要杀掉那只野兽，或者单纯是想死。最后一次我看到她时，她把把金属插进了怪物脖子里，紧紧抓住，怪物猛烈摇晃真题拜托她，他们扭打着消失在黑暗里。我肯定她应该是如愿了，第一种或第二种都可能。然后我觉得我看到一丝光亮，在我下面很深的地方。我希望巴特一路都是安全的。我只要跟着光就能找到他。现在我好像什么都看不到了。我的氧气没了。基地在我眼前消失了。我看不到天空。我敢肯定我闻到血的味道了。
    "BasaltChunk"    玄武岩块
    "SandstoneChunk"    砂岩块
    "ShaleChunk"    页岩块
    "AquariumFragment"    水族箱碎片
    "BaseWaterParkFragment"    大型水族馆碎片
    "BenchFragment"    高级工作台碎片
    "BuilderFragment"    居留舱建造器碎片
    "FarmingTrayFragment"    大型种植箱碎片
    "LEDLightFragment"    照明灯碎片
    "PlanterBoxFragment"    室内种植箱碎片
    "PlanterPotFragment"    花盆碎片
    "PlanterShelfFragment"    壁挂花盆碎片
    "PictureFrameFragment"    相框碎片
    "RadiationSuitFragment"    辐射服碎片
    "ReinforcedDiveSuitFragment"    强化潜水服碎片
    "SignFragment"    标志牌碎片
    "StillsuitFragment"    环保潜水服碎片
    "TechlightFragment"    工业照明灯碎片
    "ExosuitClawArmFragment"    海虾号碎片
    "Biter"    食人鱼
    "Bleeder"    吸血虫
    "CaveCrawler"    蹒跚蟹
    "CrashHome"    自爆鱼巢穴
    "Mesmer"    催眠师
    "SeaTreader"    踏浪者
    "ReaperLeviathan"    死神利维坦
    "CrabSquid"    蟹鱿
    "Warper"    裂空者
    "Crabsnake"    蟹蛇
    "Shocker"    电鳗
    "BoneShark"    骨鲨
    "ExosuitClawArmModule"    海虾号钩爪手臂
    "Tooltip_ExosuitClawArmModule"    装备升级！
    "RadioLifepod7"    这是极光号高级工程师拉菲特，从号逃生舱广播！我们已经在撞击中幸存下来但逃生舱设备故障，我们正在下沉！坐标已连接！尝试修复！因为干扰将失去无线电联系静电干扰
    "RadioLifepod17"    这是一个从极光号的号逃生舱自动发出的求救信号。坐标已连接。请立即派出紧急救援队。
    "safeShallows_Cave"    未知
    "Goal_BiomeCrashZone"    未知
    "Goal_Bladderfish"    外星生物可能会有意想不到的生存帮助，合理利用它们来增加你的存活概率。
    "Goal_HolyDiver"    未知
    "Goal_BaseWindow"    窗户既美观又实用，但是会降低基地强度。
    "Ency_AuroraEngineeringLog"    未知
    "EncyDesc_AuroraEngineeringLog"    未知
    "Ency_InnerBiomeWreckLore8"    未知
    "EncyDesc_InnerBiomeWreckLore8"    未知
    "Ency_OuterBiomeWreckLore7"    未知
    "EncyDesc_OuterBiomeWreckLore7"    未知
    "Ency_OuterBiomeWreckLore8"    未知
    "EncyDesc_OuterBiomeWreckLore8"    未知
    "Ency_DeepPDABase3"    未知
    "EncyDesc_DeepPDABase3"    未知
    "Ency_Airsack"    泡泡鱼
    "EncyDesc_Airsack"    这种不寻常的食草动物没有任何攻击力。半透膜：这种生命体能够通过独特的膜过滤海水进入体腔，去除和消耗从其中过滤的有机颗粒。开口式血管：可以张开和收缩，以喷射出水流，实现低速的定向推进。唯一确定的防御机制：％的软骨构成。评估：膜可作为天然的过滤器来生产纯净水
    "Primary"    主要
    "Secondary"    次要
    "MouseButtonLeft"    鼠标左键
    "MouseButtonRight"    鼠标右键
    "MouseButtonMiddle"    鼠标中键
    "PressAnyButton"    按下任意键继续
    "PosterExoSuit2"    海虾号海报
    "Tooltip_PosterExoSuit2"    海虾号海报
    "Signal_Lifepod3"    号逃生舱（海表）探索前建议装备防辐射服
    "Signal_Lifepod12"    号逃生舱（米）靠近海床
    "Signal_Lifepod13"    逃生舱（米）原先载有贵宾级乘客
    "Signal_Lifepod17a"    号逃生舱（米）周围似乎有载具舱碎片
    "Signal_Lifepod17b"    号逃生舱船员遭受辐射请求支援
    "Signal_Lifepod19a"    号逃生舱（海面）船员水下推进器遭到损坏
    "Signal_Lifepod19b"    号逃生舱（米）极光号旧船员请求支援
    "Signal_EnergyPulseOrigin"    能量脉冲源头
    "Story_AuroraConsole3"    强化潜水服安全操作指南条：在装甲还在运行时不要执行穿进或脱下的操作。
    "PropulsionCannonUnload"    卸下
    "PropulsionCannonUnloaded"    未装备
    "KeyRedemption"    激活码兑换
    "NotificationCreatureDiscovered"    发现新生命形式
    "NotificationBlueprintUnlocked"    已获得蓝图
    "PrecursorKey"    密钥
    "Insert_Precursor_Key"    使用密钥
    "Signal_Prison"    早期外星设备
    "Goal_BiomePrecursorGunUpper"    扫描表明这种结构由具有前所未有的完整性的金属合金组成。在数据库中找不到匹配项。建议执行结构分析。
    "EncyPath_DownloadedData\/Precursor"    外星数据
    "Precursor_Gun_DataDownload1"    正在尝试翻译广播数据
    "Ency_Precursor_Gun_DataDownload1"    外星人数据终端
    "EncyDesc_Precursor_Gun_DataDownload1"    这个终端发现于号行星表面的外星人设施内。在受到接近时，终端会产生包含复杂但可识别的数据模式的低频无线电波。没有已知的人类技术与之匹配使用与设施本身相同的奇特未知材料构造似乎是某种固态计算机没有可识别的用户界面设计这种技术的外来物种可能经过了进化或基因选择，他们拥有一种特殊的人类不具有的感官以“听到”并且理解由设备正在广播的信息，并以此为媒介进行通信。执行这种心灵感应所需的心理处理能力意味着设计者比普通人类的脑力发达得多。要使用从该设备收集的证据，可以从其他这样的设备如果存在的话提取可理解的数据。评估需要进一步的资料
    "Precursor_Gun_DataDownload2"    正在尝试翻译广播数据
    "Ency_Precursor_Gun_DataDownload2"    外星设施概要
    "EncyDesc_Precursor_Gun_DataDownload2"    该数据整合包似乎是某种多维原理图。通过将图案映射到三维空间，可以重现设施内部的详细信息。建筑材料：该设施的未知建筑材料被鉴定为由未知材料合成的超硬，稳定态的汞合金。没有迹象表明它可能被通常的手段损坏或毁坏。功率：原理图表明，该设施由位于星球其他地方的独立的自维持电厂提供动力。该地点没有列出，但有证据表明，设计者想利用星球上的天然热能。布局：该设施包括上部工程部分，其中显示了原理图，以及可以通过电梯或单独的水下月池进入的控制室。控制：下部的控制室是唯一已知的与进入设施内部的方式，但是原理图没有详细说明操作程序或已配备的安全措施。
    "Ency_Precursor_LostRiverBase_DataDownload1"    物种研究数据
    "EncyDesc_Precursor_LostRiverBase_DataDownload1"    该设备记录了病毒蔓延之前，对所有样本进行的免疫测试结果，其中的一些条目已经翻译完成。咖喱鱼：无免疫力，通常在感染天后死亡。但是在接触号酶后症状缓解，离开后迅速复发。海龙幼体：成体太大无法研究。幼体无免疫能力，感染周后死亡。已保留少量未孵化的蛋，便于后续进一步研究利维坦生物孵化机制。偷窥鱼：没有免疫力，但是展现出了天生的强学习能力，可以将号酶散播给其他生物，后续进行重点研究。不明利维坦生物：最接近意思的翻译为海皇利维坦，这种生物天生对卡拉病毒免疫，并且其生成的号酶可以抑制该病毒。该样本被关押在米深的熔岩堡。评估：尽管海皇样本存货可能性很低，为了获得外星人疫苗开发尝试的进一步数据，仍值得进入设施进行探索。
    "Ency_Precursor_LostRiverBase_DataDownload2"    卡拉蔓延情况概要
    "EncyDesc_Precursor_LostRiverBase_DataDownload2"    卡拉病毒的详细档案被发现：在对外部世界的星际扩张中发现。大爆发：网络错误导致常规检疫程序执行失败。传染病来到主世界并迅速蔓延。确定死亡人数：亿。感染机制：附着于健康的组织，催生突变并在身体各组织间迅速扩散。症状：阶段：无。阶段：免疫系统逐步衰竭。阶段：生物结构发生不可预知的突变。阶段：失去生命体征。紧急措施：与主世界隔离。将病毒样品分布到分散的疾病研究设施尝试开发疫苗。治疗程序：未知。
    "Ency_Precursor_LostRiverBase_DataDownload3"    损伤报告
    "EncyDesc_Precursor_LostRiverBase_DataDownload3"    探测到附近有利维坦生物，并高速向你靠近。机体外部遭受重创。机体变形，机身漏水正在下沉。与海底接触。机体毁坏等级级（利维坦生物的蛋）开始保护采集样本。共有种生物被毁灭，种生物未知。疏散系统开始工作。外星检疫系统开始工作。警告：被感染者将被禁止离开星球。
    "Ency_Precursor_LavaCastleBase_ThermalPlant"    外星喜热生物
    "EncyDesc_Precursor_LavaCastleBase_ThermalPlant"    该系统将热能转换为％效率的电流。这些能源中的一些以化学能的形式存储起来，而未知的机制似乎将大部分能量转移到星球上其他地方的远程位置：％存储在现场紧急使用，％用于地对空检疫执行平台％用于主要收容设施％用于疾病研究设施％用于自我扭转检疫执行单位该系统似乎是完全自动化的，并且根据目前对所涉机制的理解，持续工作不会间断。
